text,label,intent,severity
"Đánh trống ngực quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Tim Mạch,SYMPTOM,MEDIUM
Tôi muốn đăng ký khám tổng quát thì gói nào tốt? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Tôi đang có triệu chứng đi ngoài phân đen, và tôi cũng cảm thấy viêm loét dạ dày.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy đau khớp gối.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, em bị căng thẳng, ngoài ra còn có dấu hiệu rối loạn tiền đình.",Khoa Thần Kinh,SYMPTOM,NORMAL
Admin cho mình hỏi thủ tục nhập viện gồm những giấy tờ gì?,FAQ,FAQ,NORMAL
Tự nhiên hôm nay tôi bị động thai và đau bụng dưới dữ dội.,Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Bác sĩ ơi cấp cứu, tôi bị nôn ra máu đau không chịu nổi.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ cho em hỏi, em hay bị bé bị tiêu chảy liên tục là dấu hiệu của bệnh gì?",Khoa Nhi,SYMPTOM,MEDIUM
Dạ cho em hỏi: bệnh viện có khám ngoài giờ hành chính không?,FAQ,FAQ,NORMAL
"Mấy hôm nay tôi vừa bị sổ mũi vừa bị ngạt mũi, mệt mỏi quá.",Khoa Hô Hấp,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi bị zona thần kinh, thỉnh thoảng còn kèm theo nổi mề đay toàn thân.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy đau quặn bụng, có lúc còn bị nôn liên tục nữa.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng gút cấp, và tôi cũng cảm thấy trật khớp.",Khoa Xương Khớp,SYMPTOM,MEDIUM
Cho tôi hỏi tôi bị tím tái với khó thở dữ dội thì khám khoa nào ạ?,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Dạ bác sĩ, em đang bị khô mắt thì phải làm sao ạ?",Khoa Mắt,SYMPTOM,NORMAL
"Khẩn cấp, tôi đang bị chấn thương sọ não, phải làm sao đây?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Cho tôi hỏi tôi bị viêm loét dạ dày với nôn liên tục thì khám khoa nào ạ?,Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bác sĩ cho em hỏi, em hay bị viêm họng là dấu hiệu của bệnh gì?",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
Tôi cảm thấy tê bì chân tay liên tục trong nhiều ngày nay.,Khoa Xương Khớp,SYMPTOM,NORMAL
"Xin lỗi, Xin hỏi bệnh viện có thanh toán bằng thẻ tín dụng không?",FAQ,FAQ,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy gút cấp.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ cho em hỏi, em hay bị đau tức ngực dữ dội là dấu hiệu của bệnh gì?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ cho em hỏi, em hay bị tức ngực khi ho là dấu hiệu của bệnh gì?",Khoa Hô Hấp,SYMPTOM,MEDIUM
Khám BHYT có được hỗ trợ 100% không ạ? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
Tự nhiên hôm nay tôi bị mờ mắt đột ngột kèm đau đầu và đau đầu dữ dội.,Khoa Thần Kinh,SYMPTOM,EMERGENCY
"Bác sĩ ơi cấp cứu, tôi bị động thai đau không chịu nổi.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
Dạ cho em hỏi: Giá chụp MRI ở bệnh viện là bao nhiêu?,FAQ,FAQ,NORMAL
"Tôi bị bé lừ đừ không chịu chơi, mong bác sĩ tư vấn giúp.",Khoa Nhi,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy trẻ bị tay chân miệng.",Khoa Nhi,SYMPTOM,MEDIUM
Tôi cảm thấy điếc đột ngột liên tục trong nhiều ngày nay.,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị đau quặn bụng, ngoài ra còn có dấu hiệu viêm loét dạ dày.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
Cháu nhà tôi bị ra máu bất thường từ tối hôm qua.,Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Khẩn cấp, tôi đang bị tê liệt một bên mặt, phải làm sao đây?",Khoa Thần Kinh,SYMPTOM,EMERGENCY
Tôi bị chán ăn uống thuốc mãi không khỏi.,Khoa Tiêu Hoá,SYMPTOM,NORMAL
Cho tôi hỏi tôi bị mờ mắt với cộm mắt thì khám khoa nào ạ?,Khoa Mắt,SYMPTOM,NORMAL
Phòng khám nhi nằm ở tầng mấy vậy?,FAQ,FAQ,NORMAL
"Bác sĩ cho em hỏi, em hay bị mất thị lực đột ngột là dấu hiệu của bệnh gì?",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ cho em hỏi, em hay bị đau tức ngực là dấu hiệu của bệnh gì?",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Tự nhiên hôm nay tôi bị ho ra máu, khó chịu quá.",Khoa Hô Hấp,SYMPTOM,MEDIUM
Tự nhiên hôm nay tôi bị ngứa mắt và cộm mắt.,Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi bị nổi mề đay toàn thân, thỉnh thoảng còn kèm theo zona thần kinh.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng đau đầu dữ dội, và tôi cũng cảm thấy khó thở nhẹ.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi vừa bị chảy mủ tai vừa bị điếc đột ngột, mệt mỏi quá.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
Lấy kết quả xét nghiệm máu mất bao lâu? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi bị ra máu bất thường mấy hôm nay rồi.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
Tôi cảm thấy bé quấy khóc liên tục trong nhiều ngày nay.,Khoa Nhi,SYMPTOM,NORMAL
"Bác sĩ cho hỏi, Thủ tục nhập viện gồm những giấy tờ gì?",FAQ,FAQ,NORMAL
"Xin lỗi, Thủ tục nhập viện gồm những giấy tờ gì?",FAQ,FAQ,NORMAL
Cháu nhà tôi bị mất thị lực đột ngột từ tối hôm qua.,Khoa Mắt,SYMPTOM,MEDIUM
"Tôi bị khàn tiếng, mong bác sĩ tư vấn giúp.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
Cháu nhà tôi bị viêm loét dạ dày từ tối hôm qua.,Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị đau thắt ngực lan ra tay, ngoài ra còn có dấu hiệu tăng huyết áp đột ngột.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Chào bác sĩ, dạo này tôi hay cảm thấy ho ra máu, có lúc còn bị tức ngực khi ho nữa.",Khoa Hô Hấp,SYMPTOM,MEDIUM
Tôi bị đau nhức không đi lại được uống thuốc mãi không khỏi.,Khoa Xương Khớp,SYMPTOM,MEDIUM
"Cứu với, người nhà tôi bị tím tái!!!",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Cháu nhà tôi bị ra khí hư bất thường từ tối hôm qua.,Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
Admin cho mình hỏi lấy kết quả xét nghiệm máu mất bao lâu?,FAQ,FAQ,NORMAL
Cho tôi hỏi tôi bị đau nhức trong tai với điếc đột ngột thì khám khoa nào ạ?,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Tự nhiên hôm nay tôi bị cộm mắt, khó chịu quá.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi bị bong tróc da, thỉnh thoảng còn kèm theo dị ứng mỹ phẩm.",Khoa Da Liễu,SYMPTOM,NORMAL
Dạ cho em hỏi: Tôi muốn đăng ký khám tổng quát thì gói nào tốt?,FAQ,FAQ,NORMAL
"Bố tôi bị tím tái, xin cho hỏi gọi cấp cứu số mấy?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi vừa bị ra khí hư bất thường vừa bị buồn nôn thai kỳ, mệt mỏi quá.",Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
"Cháu nhà tôi bị cháu khó thở từ hôm qua, giờ thấy trẻ bị tay chân miệng.",Khoa Nhi,SYMPTOM,MEDIUM
Tôi bị cứng khớp buổi sáng uống thuốc mãi không khỏi.,Khoa Xương Khớp,SYMPTOM,NORMAL
Phòng khám nhi nằm ở tầng mấy vậy?,FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi bị mệt mỏi bất thường mấy hôm nay rồi.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Cháu nhà tôi bị trật khớp từ hôm qua, giờ thấy gút cấp.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Mệt mỏi bất thường quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Cháu nhà tôi bị khám thai định kỳ từ hôm qua, giờ thấy chậm kinh.",Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
"Mấy hôm nay tôi vừa bị mỏi cổ vừa bị nhức mỏi vai gáy, mệt mỏi quá.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ cho hỏi, Thủ tục nhập viện gồm những giấy tờ gì?",FAQ,FAQ,NORMAL
"Bác sĩ ơi cấp cứu, tôi bị tai nạn giao thông đau không chịu nổi.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Cho tôi hỏi tôi bị đau bụng quằn quại với sốt cao co giật thì khám khoa nào ạ?,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Cho tôi hỏi, tôi bị mất ngủ thì nên khám khoa nào ạ?",Khoa Thần Kinh,SYMPTOM,NORMAL
"Khẩn cấp, tôi đang bị nôn ra máu, phải làm sao đây?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị viêm họng mấy hôm nay rồi.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Xin lỗi, Bệnh viện có khám ngoài giờ hành chính không?",FAQ,FAQ,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy trẻ bị tay chân miệng.",Khoa Nhi,SYMPTOM,MEDIUM
"Xin lỗi, lấy kết quả xét nghiệm máu mất bao lâu?",FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi bị ra máu bất thường mấy hôm nay rồi.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
Cho tôi hỏi lịch khám của giáo sư a là khi nào? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Xin lỗi, Bệnh viện có khám ngoài giờ hành chính không?",FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi bị viêm loét dạ dày, thỉnh thoảng còn kèm theo đau quặn bụng.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị đau quặn bụng, ngoài ra còn có dấu hiệu viêm loét dạ dày.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
Tôi bị viêm amidan uống thuốc mãi không khỏi.,Khoa Tai Mũi Họng,SYMPTOM,NORMAL
Admin cho mình hỏi khám bhyt có được hỗ trợ 100% không ạ?,FAQ,FAQ,NORMAL
"Bác sĩ cho em hỏi, em hay bị động thai là dấu hiệu của bệnh gì?",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị gút cấp, thỉnh thoảng còn kèm theo đau nhức không đi lại được.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị trẻ ho đờm, ngoài ra còn có dấu hiệu bé quấy khóc.",Khoa Nhi,SYMPTOM,NORMAL
Dạ cho em hỏi: Tôi muốn đặt lịch khám trước thì làm thế nào?,FAQ,FAQ,NORMAL
"Tôi bị nhiều gàu, đồng thời dạo này còn hay bị bong tróc da.",Khoa Da Liễu,SYMPTOM,NORMAL
"Bác sĩ ơi, em bị ngứa mắt, ngoài ra còn có dấu hiệu ruồi bay trước mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Tôi bị đau bụng âm ỉ, mong bác sĩ tư vấn giúp.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi bị trẻ bị sốt nhẹ, thỉnh thoảng còn kèm theo bé bị sổ mũi.",Khoa Nhi,SYMPTOM,NORMAL
Tôi cảm thấy đau nhức trong tai liên tục trong nhiều ngày nay.,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Dạ bác sĩ, em đang bị khó thở thì phải làm sao ạ?",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị trật khớp, ngoài ra còn có dấu hiệu gút cấp.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Tự nhiên hôm nay tôi bị đau thắt ngực lan ra tay, khó chịu quá.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Chào bác sĩ, dạo này tôi hay cảm thấy tăng huyết áp đột ngột.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
Cho tôi hỏi tôi bị viêm loét da với nổi mề đay toàn thân thì khám khoa nào ạ?,Khoa Da Liễu,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng đau đầu dữ dội, và tôi cũng cảm thấy nói đớ.",Khoa Thần Kinh,SYMPTOM,EMERGENCY
"Cháu nhà tôi bị rối loạn tiền đình từ hôm qua, giờ thấy đau nửa đầu.",Khoa Thần Kinh,SYMPTOM,NORMAL
"Dạ bác sĩ, em đang bị tiêu chảy thì phải làm sao ạ?",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy mờ mắt, có lúc còn bị chảy nước mắt nữa.",Khoa Mắt,SYMPTOM,NORMAL
Cho tôi hỏi tôi bị đau vùng thượng vị với đau bụng âm ỉ thì khám khoa nào ạ?,Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Dạ cho em hỏi: Bệnh viện có làm việc thứ 7, chủ nhật không?",FAQ,FAQ,NORMAL
"Bác sĩ cho em hỏi, em hay bị sốt cao co giật là dấu hiệu của bệnh gì?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Dạ bác sĩ, em đang bị đau dạ dày thì phải làm sao ạ?",Khoa Tiêu Hoá,SYMPTOM,NORMAL
Tôi muốn đăng ký khám tổng quát thì gói nào tốt? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Bố tôi bị ra máu bất thường, xin cho hỏi gọi cấp cứu số mấy?",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Cho tôi hỏi, tôi bị sưng tấy đỏ mắt thì nên khám khoa nào ạ?",Khoa Mắt,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng trẻ bị sốt nhẹ, và tôi cũng cảm thấy bé biếng ăn.",Khoa Nhi,SYMPTOM,NORMAL
"Cháu nhà tôi bị bé quấy khóc từ hôm qua, giờ thấy trẻ bị sốt nhẹ.",Khoa Nhi,SYMPTOM,NORMAL
"Cháu nhà tôi bị bé lừ đừ không chịu chơi từ hôm qua, giờ thấy bé bị tiêu chảy liên tục.",Khoa Nhi,SYMPTOM,MEDIUM
Dạ cho em hỏi: Phòng khám nhi nằm ở tầng mấy vậy?,FAQ,FAQ,NORMAL
"Cháu nhà tôi bị bé quấy khóc từ hôm qua, giờ thấy trẻ ho đờm.",Khoa Nhi,SYMPTOM,NORMAL
"Tự nhiên hôm nay tôi bị chóng mặt, khó chịu quá.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ cho hỏi, Lấy kết quả xét nghiệm máu mất bao lâu?",FAQ,FAQ,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy dị ứng mỹ phẩm, có lúc còn bị viêm da cơ địa nữa.",Khoa Da Liễu,SYMPTOM,NORMAL
Dạ cho em hỏi: tôi bị mất thẻ bhyt thì dùng vssid được không?,FAQ,FAQ,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy bé bị tiêu chảy liên tục, có lúc còn bị trẻ sốt cao nữa.",Khoa Nhi,SYMPTOM,MEDIUM
Cháu nhà tôi bị run tay chân từ tối hôm qua.,Khoa Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi bị zona thần kinh, thỉnh thoảng còn kèm theo nấm da lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Ho khan quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Hô Hấp,SYMPTOM,NORMAL
"Khẩn cấp, tôi đang bị tê liệt một bên mặt, phải làm sao đây?",Khoa Thần Kinh,SYMPTOM,EMERGENCY
Khám BHYT có được hỗ trợ 100% không ạ?,FAQ,FAQ,NORMAL
Tôi cảm thấy đau nhức trong tai liên tục trong nhiều ngày nay.,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị viêm loét dạ dày, ngoài ra còn có dấu hiệu nôn liên tục.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Tôi bị động thai kèm theo ra máu bất thường, giờ người rất mệt, cấp cứu giúp tôi.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
Cho tôi hỏi tôi bị ho khan với ngạt mũi thì khám khoa nào ạ?,Khoa Hô Hấp,SYMPTOM,NORMAL
Tự nhiên hôm nay tôi bị hen suyễn tái phát và khó thở.,Khoa Hô Hấp,SYMPTOM,MEDIUM
"Bác sĩ cho hỏi, giá chụp mri ở bệnh viện là bao nhiêu?",FAQ,FAQ,NORMAL
Tự nhiên hôm nay tôi bị trẻ sốt cao và cháu khó thở.,Khoa Nhi,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng khàn tiếng, và tôi cũng cảm thấy ngứa tai.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bố tôi bị nhói ở tim, xin cho hỏi gọi cấp cứu số mấy?",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Xin lỗi, cho tôi hỏi lịch khám của giáo sư a là khi nào?",FAQ,FAQ,NORMAL
"Tôi đang có triệu chứng chảy nước mắt, và tôi cũng cảm thấy khô mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy nôn liên tục.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Khẩn cấp, tôi đang bị sốt cao co giật, phải làm sao đây?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Cháu nhà tôi bị nhói ở tim từ hôm qua, giờ thấy tăng huyết áp đột ngột.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Chào bác sĩ, dạo này tôi hay cảm thấy chấn thương mắt, có lúc còn bị sưng tấy đỏ mắt nữa.",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi cấp cứu, tôi bị khó thở dữ dội đau không chịu nổi.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Cho tôi hỏi tôi bị bỏng nặng với ngất xỉu thì khám khoa nào ạ?,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ cho hỏi, Bệnh viện có khám ngoài giờ hành chính không?",FAQ,FAQ,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy nổi mụn nước, có lúc còn bị nổi mẩn đỏ nữa.",Khoa Da Liễu,SYMPTOM,NORMAL
"Bác sĩ cho em hỏi, em hay bị khô da là dấu hiệu của bệnh gì?",Khoa Da Liễu,SYMPTOM,NORMAL
"Tôi bị khó tiêu, đồng thời dạo này còn hay bị đi ngoài ra máu.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
Giá chụp MRI ở bệnh viện là bao nhiêu? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
Tự nhiên hôm nay tôi bị trẻ sốt cao và cháu khó thở.,Khoa Nhi,SYMPTOM,MEDIUM
Cho tôi hỏi lịch khám của giáo sư A là khi nào? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
Cho tôi hỏi tôi bị viêm da cơ địa với nổi mụn nước thì khám khoa nào ạ?,Khoa Da Liễu,SYMPTOM,NORMAL
"Bố tôi bị ra máu bất thường, xin cho hỏi gọi cấp cứu số mấy?",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Chào bác sĩ, dạo này tôi hay cảm thấy nhức mỏi mắt, có lúc còn bị ngứa mắt nữa.",Khoa Mắt,SYMPTOM,NORMAL
"Cho tôi hỏi, tôi bị điếc đột ngột thì nên khám khoa nào ạ?",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị đau nhức trong tai, ngoài ra còn có dấu hiệu chảy mủ tai.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Tôi bị đau tức ngực, đồng thời dạo này còn hay bị hồi hộp.",Khoa Tim Mạch,SYMPTOM,MEDIUM
Thủ tục nhập viện gồm những giấy tờ gì? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Cháu nhà tôi bị đau nhức hốc mắt từ hôm qua, giờ thấy chấn thương mắt.",Khoa Mắt,SYMPTOM,MEDIUM
Dạ cho em hỏi: Giá chụp MRI ở bệnh viện là bao nhiêu?,FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi bị bé bị tiêu chảy liên tục, thỉnh thoảng còn kèm theo trẻ sốt cao.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi bị đau cột sống thắt lưng, thỉnh thoảng còn kèm theo đau lưng.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, em bị mệt mỏi bất thường, ngoài ra còn có dấu hiệu đánh trống ngực.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi, em bị hụt hơi, ngoài ra còn có dấu hiệu mệt mỏi bất thường.",Khoa Tim Mạch,SYMPTOM,MEDIUM
